gene,log2fc,pvalue,ci_low,ci_high,fdr,significant,is_de,true_log2fc
GENE4050,-0.24686732114863297,0.33066275507567733,-0.8029058417074381,0.3091711994101721,0.8609157948871305,False,0,0.0
GENE4051,0.05759409021589157,0.8795518899486543,-0.7729350134991014,0.8881231939308846,0.9828540667920449,False,0,0.0
GENE4052,0.20290671870666444,0.7489034877839948,-1.2210315243845355,1.6268449617978644,0.9692418112874588,False,0,0.0
GENE4053,0.9216224256855252,0.035140346846410236,0.08447601176300745,1.758768839608043,0.31620216824916086,False,1,1.292
GENE4054,-0.23060781296972266,0.547090333903717,-1.0750291799328686,0.6138135539934233,0.9194067492772341,False,0,0.0
GENE4055,0.18009857355689363,0.6042379796467712,-0.5697836306550802,0.9299807777688675,0.9330779399297339,False,0,0.0
GENE4056,-0.569334764333274,0.11138484520193814,-1.3027952820461226,0.16412575337957447,0.5891667795133901,False,0,0.0
GENE4057,0.281229071559534,0.6465464452287264,-1.1066507545816,1.669108897700668,0.9403013470741787,False,0,0.0
GENE4058,-0.41951760138601646,0.22523402831471556,-1.1437267952498735,0.3046915924778406,0.7826134210394398,False,0,0.0
GENE4059,0.2537557243541775,0.45864374932950214,-0.5004401678387891,1.007951616547144,0.9072637960246164,False,0,0.0
GENE4060,-0.2851541059185303,0.20819285728762535,-0.7655418221549495,0.19523361031788883,0.7700016725525469,False,0,0.0
GENE4061,-0.4517206336148183,0.23843032737529996,-1.2645438556454545,0.3611025884158179,0.7920410437611398,False,0,0.0
GENE4062,0.20078002506643866,0.4716622852002287,-0.4030272567960147,0.804587306928892,0.9097002082719253,False,0,0.0
GENE4063,-0.319329675171272,0.40771947593884694,-1.1443816538684457,0.5057223035259016,0.8927338857862779,False,0,0.0
GENE4064,-0.27190058992052535,0.3231941669129341,-0.8628060446604052,0.31900486481935453,0.8592350499842759,False,0,0.0
GENE4065,-0.08629637471756091,0.7829217190439359,-0.7657506817094738,0.593157932274352,0.9751492237835028,False,0,0.0
GENE4066,0.11506050167854331,0.8276597075050436,-1.0426478974707845,1.272768900827871,0.9803012537877377,False,0,0.0
GENE4067,-0.47167372466641755,0.17055783419254555,-1.2086151098969744,0.2652676605641393,0.7102078164677406,False,0,0.0
GENE4068,-0.14523505469561826,0.6735025818402884,-0.8958444351976181,0.6053743258063816,0.9487643360446288,False,0,0.0
GENE4069,0.4922620939031752,0.09245910381829496,-0.09731624429088981,1.0818404320972403,0.532179172123079,False,0,0.0
GENE4070,0.1351334857302322,0.7397591128777684,-0.7526882338603977,1.0229552053208621,0.9691735388751649,False,0,0.0
GENE4071,0.12850864723983868,0.769844342476097,-0.849215281237946,1.1062325757176232,0.9751387777485206,False,0,0.0
GENE4072,-0.0006836053617469418,0.9980403681981591,-0.6055894889632425,0.6042222782397486,0.9985459610898502,False,0,0.0
GENE4073,-0.12065714783096837,0.6873318679115736,-0.7866730080438081,0.5453587123818714,0.9526178520177951,False,0,0.0
GENE4074,-0.054587455538694485,0.8568626809745108,-0.7440598401050883,0.6348849290276993,0.9803012537877377,False,0,0.0
GENE4075,-0.3202526043391236,0.22095365207340545,-0.8668362397108379,0.22633103103259067,0.7796421256887536,False,0,0.0
GENE4076,-0.31578345821311604,0.5211801133875928,-1.4410273219271876,0.8094604055009555,0.9170564455607898,False,0,0.0
GENE4077,-0.040215868423702616,0.9097024419228679,-0.8278532408620451,0.7474215040146399,0.9888070020900738,False,0,0.0
GENE4078,2.7779828586175643,2.4261906182328316e-05,2.007808026984982,3.5481576902501466,0.001364357872206964,True,1,2.52
GENE4079,0.0660206973109494,0.8648837603330484,-0.7769497444257317,0.9089911390476305,0.9803012537877377,False,0,0.0
GENE4080,-0.4066151015772457,0.4198289741020881,-1.4995309729291206,0.6863007697746293,0.8993082688195487,False,0,0.0
GENE4081,-2.6162739528396024,1.1549826516792715e-06,-3.136941439987844,-2.0956064656913607,0.00045621814741331223,True,1,-2.643
GENE4082,3.306806864162705,4.838361816609864e-07,2.6837579605322492,3.9298557677931605,0.00039014186419343355,True,1,2.774
GENE4083,0.48279882372155214,0.2745708681878764,-0.5180994887582291,1.4836971362013334,0.818170487522472,False,0,0.0
GENE4084,-0.041111180882944076,0.9265929694563952,-1.0120337569636075,0.9298113951977193,0.9924306956389631,False,0,0.0
GENE4085,-0.3862883386851532,0.16785272941739543,-0.967747885412472,0.1951712080421656,0.709869680084274,False,0,0.0
GENE4086,0.023998767864301662,0.9655581579402879,-1.195473464198173,1.2434709999267763,0.9984045558053897,False,0,0.0
GENE4087,-0.1853287152111136,0.4011524468499548,-0.6804482162790326,0.3097907858568055,0.8915392620141253,False,0,0.0
GENE4088,0.2165362250417635,0.5155001686284479,-0.5217735428530205,0.9548459929365475,0.9170564455607898,False,0,0.0
GENE4089,-0.2256401336716376,0.5015901582424942,-0.9513145798826618,0.5000343125393866,0.9170564455607898,False,0,0.0
GENE4090,0.28223801631383516,0.517205910817918,-0.6553449437549131,1.2198209763825836,0.9170564455607898,False,0,0.0
GENE4091,-0.18550900947954574,0.6428420909003941,-1.0637019154717962,0.6926838965127048,0.9395669826268277,False,0,0.0
GENE4092,0.002414296402823979,0.994635226266467,-0.7787398126043994,0.7835684054100474,0.9984045558053897,False,0,0.0
GENE4093,0.3502714249232586,0.35230870316009477,-0.4586115882599605,1.1591544381064778,0.8759953714318836,False,0,0.0
GENE4094,0.13759113193818573,0.7476519232942771,-0.79136128467025,1.0665435485466215,0.9692418112874588,False,0,0.0
GENE4095,0.3447421561753088,0.26355906850954064,-0.3040965175499618,0.9935808299005794,0.8130488330862804,False,0,0.0
GENE4096,0.22339164157784808,0.5604597957919728,-0.6251260157364151,1.0719092988921113,0.9235527230959638,False,0,0.0
GENE4097,0.5242465138716703,0.14227462166126473,-0.210370774733169,1.2588638024765095,0.6631421555414612,False,0,0.0
GENE4098,0.296673135556615,0.43738979442381576,-0.5284685360027566,1.1218148071159866,0.9055806785604976,False,0,0.0
GENE4099,2.8858964042453907,2.062633463396853e-05,2.0823737700893012,3.68941903840148,0.0013140971258738014,True,0,0.0
GENE4100,0.7610412708061034,0.34692227437654705,-1.0689992153038663,2.591081756916073,0.8728299259792107,False,0,0.0
GENE4101,0.16777531080205232,0.6235843134172459,-0.6159328017798853,0.95148342338399,0.9369670967915277,False,0,0.0
GENE4102,-0.21338280644303298,0.675639035064834,-1.3281427602661968,0.9013771473801309,0.9492626214122201,False,0,0.0
GENE4103,-0.18253019383183045,0.6457701445371726,-1.0424618170102107,0.6774014293465498,0.9398644329115077,False,0,0.0
GENE4104,0.010860246187319511,0.9785752166269793,-0.8837670877229014,0.9054875800975404,0.9984045558053897,False,0,0.0
GENE4105,0.9017639126451091,0.039170125972424454,0.055380382865165,1.7481474424250534,0.34078189543666676,False,0,0.0
GENE4106,3.007070846591043,1.9071454110224786e-05,2.3570574764417036,3.6570842167403828,0.0012830318546150298,True,1,2.608
GENE4107,0.1837280208380101,0.6096764270437278,-0.5958127518746678,0.963268793550688,0.9331765799094076,False,0,0.0
GENE4108,-0.3291828191013284,0.5128262834553308,-1.4684247808144666,0.8100591426118098,0.9170564455607898,False,0,0.0
GENE4109,-0.11309225957601843,0.6660273843406781,-0.6812046742283802,0.4550201550763433,0.9447923796219101,False,0,0.0
GENE4110,-0.08425011544952632,0.8117232609782428,-0.8589579054605813,0.6904576745615286,0.9801179834252379,False,0,0.0
GENE4111,-0.48832814774385147,0.40598729023466307,-1.7464254213409638,0.7697691258532608,0.8915392620141253,False,0,0.0
GENE4112,0.4618905294755926,0.13837175478397032,-0.17941324111027723,1.1031943000614626,0.6553578314108905,False,1,0.963
GENE4113,0.12694604258887998,0.8117726413850073,-1.0994225886082425,1.3533146737860025,0.9801179834252379,False,0,0.0
GENE4114,0.8219070026614457,0.025874261691897833,0.1230410217488681,1.5207729835740231,0.25372406650332374,False,0,0.0
GENE4115,0.12536759836748423,0.7486548599965256,-0.7390005560881011,0.9897357528230696,0.9692418112874588,False,0,0.0
GENE4116,2.0320995477449504,6.248665263710289e-05,1.3501130810888387,2.714086014401062,0.002243838890150513,True,1,2.029
GENE4117,-0.39578809360751244,0.3862893965816597,-1.3706522987135248,0.5790761114984998,0.8827113054163502,False,0,0.0
GENE4118,-0.7361215053976142,0.057048312007112446,-1.499196982225627,0.026953971430398682,0.4142294713751731,False,0,0.0
GENE4119,-0.003469243153914725,0.9933031331967246,-0.9423495776582467,0.9354110913504172,0.9984045558053897,False,0,0.0
GENE4120,-0.12289076952543088,0.7390346172794089,-0.9383649520773374,0.6925834130264756,0.9691735388751649,False,0,0.0
GENE4121,0.04437491257436754,0.8853933786319617,-0.6259441051929204,0.7146939303416555,0.9828540667920449,False,0,0.0
GENE4122,0.41982813530882224,0.11124960476974514,-0.12438035320903285,0.9640366238266773,0.5891667795133901,False,0,0.0
GENE4123,0.02856001277266973,0.9162927482827988,-0.5629523452031444,0.6200723707484839,0.9890016312598906,False,0,0.0
GENE4124,-0.20328965272378596,0.49808553534253175,-0.8482525015659249,0.441673196118353,0.9170564455607898,False,0,0.0
GENE4125,0.06266949034626368,0.8719730844764259,-0.7959976326427423,0.9213366133352696,0.9823997956879298,False,0,0.0
GENE4126,0.11028917264926541,0.6839136587650511,-0.47590896887710943,0.6964873141756402,0.9505485405073721,False,0,0.0
GENE4127,0.32303119952939685,0.5305567960145601,-0.8042269600002567,1.4502893590590504,0.9170564455607898,False,0,0.0
GENE4128,-0.4423550804962568,0.043867636758871176,-0.8696618915566912,-0.015048269435822492,0.3581518180480568,False,0,0.0
GENE4129,-0.05035860086952493,0.7927632512352535,-0.46627687755319613,0.3655596758141463,0.9773454564229873,False,0,0.0
GENE4130,-0.32135172099081366,0.3712607202078103,-1.0899773753783804,0.44727393339675303,0.8827113054163502,False,0,0.0
GENE4131,-0.379260791464346,0.2650933168140288,-1.0950911326261394,0.33656954969744735,0.8144867268506248,False,0,0.0
GENE4132,0.07054169127810095,0.8624393644520995,-0.845640674517246,0.9867240570734479,0.9803012537877377,False,0,0.0
GENE4133,-0.4397996329921434,0.20043720512437918,-1.1547009274178786,0.2751016614335917,0.7517526356968669,False,0,0.0
GENE4134,-1.977575367403055,0.00036673763177722007,-2.715443163320581,-1.2397075714855288,0.008622700270952495,True,1,-2.284
GENE4135,-0.4389708104464587,0.25764785007422136,-1.274034317331477,0.3960926964385595,0.8125186538969833,False,0,0.0
GENE4136,0.7562464336441772,0.22826995703134073,-0.5697590945664472,2.0822519618548014,0.7840576784989529,False,0,0.0
GENE4137,0.3801122116186386,0.26205279656754155,-0.3776538967341989,1.1378783199714761,0.8130488330862804,False,0,0.0
GENE4138,-0.517018602947072,0.14537459173869463,-1.267835280732164,0.23379807483801984,0.6639154874828452,False,0,0.0
GENE4139,-0.5413570855999623,0.12419626181028944,-1.2833240000265045,0.20060982882657974,0.6150700540634548,False,0,0.0
GENE4140,0.8362094895239149,0.029327927375541043,0.10764074951866354,1.5647782295291663,0.27714189744829454,False,0,0.0
GENE4141,-0.13682882529604612,0.6921644079454539,-0.8848298868291525,0.6111722362370603,0.9566303048931221,False,0,0.0
GENE4142,0.03259030051511047,0.8609438728339492,-0.3941890158182047,0.45936961684842564,0.9803012537877377,False,0,0.0
GENE4143,0.9034757934149156,0.07102182676123993,-0.09725522706958745,1.9042068138994186,0.473878742748138,False,0,0.0
GENE4144,0.2023948221541847,0.7278446873176334,-1.0647464645747626,1.469536108883132,0.9691735388751649,False,0,0.0
GENE4145,-0.14437390924592108,0.7652765664601475,-1.2249574692066934,0.9362096507148512,0.9751387777485206,False,0,0.0
GENE4146,0.41475303894991544,0.2424478340809721,-0.3759486636729511,1.2054547415727819,0.7934532671424102,False,0,0.0
GENE4147,0.042376420358253064,0.8824244864015446,-0.5829008608859202,0.6676537016024263,0.9828540667920449,False,0,0.0
GENE4148,-0.28087372573033953,0.5496908176540463,-1.3126801572804805,0.7509327058198014,0.9194067492772341,False,0,0.0
GENE4149,0.3393636500726229,0.4304762378440491,-0.5826489235516366,1.2613762236968824,0.9055806785604976,False,0,0.0
GENE4150,-0.07919493591424542,0.8902428896913374,-1.3506470497050578,1.192257177876567,0.9844191032996955,False,0,0.0
GENE4151,0.564646217162803,0.04388493162917961,0.019193843991534343,1.1100985903340717,0.3581518180480568,False,0,0.0
GENE4152,-0.30492702043509645,0.5092631987330125,-1.3045327857493572,0.6946787448791641,0.9170564455607898,False,0,0.0
GENE4153,-1.419604169377453,0.014036761312002216,-2.4578212433916473,-0.38138709536325854,0.16081051995165166,False,1,-2.001
GENE4154,0.28922848604298057,0.28816850001489647,-0.2983283309614141,0.8767853030473752,0.8248301268542327,False,0,0.0
GENE4155,0.06693238504169141,0.771397000149303,-0.4351746959518896,0.5690394660352724,0.9751387777485206,False,0,0.0
GENE4156,2.7035469666814755,2.854900020123379e-05,1.96310232022263,3.443991613140321,0.001483796720985177,True,1,2.5
GENE4157,-0.2984843629034124,0.3637779512186694,-0.9985715835307296,0.4016028577239048,0.8772308517010946,False,0,0.0
GENE4158,-0.7063352002544274,0.052196462845677576,-1.4210239997151217,0.008353599206266882,0.39893164184729357,False,0,0.0
GENE4159,0.04822677444192092,0.8979572626891645,-0.7875212546544551,0.8839748035382969,0.9850860719190077,False,0,0.0
GENE4160,-0.17076787620836065,0.6333846236166771,-0.9447206173237849,0.6031848649070636,0.9395669826268277,False,0,0.0
GENE4161,-0.23127064487502835,0.6080361056656038,-1.2459943673880565,0.7834530776379998,0.9330779399297339,False,0,0.0
GENE4162,-0.11869123771264789,0.6595429846218525,-0.7045509512291617,0.4671684758038659,0.9436081724752478,False,0,0.0
GENE4163,0.3998262899013625,0.19480255053532908,-0.2418568455538639,1.0415094253565889,0.7459075961570644,False,0,0.0
GENE4164,0.10386396771441042,0.7482324552495452,-0.642544917682082,0.8502728531109028,0.9692418112874588,False,0,0.0
GENE4165,0.6884432907169575,0.08495309844868759,-0.11855529675677334,1.4954418781906884,0.511531614134628,False,0,0.0
GENE4166,-0.46820931764640505,0.4650102932264979,-1.9375239812283551,1.001105345935545,0.9072637960246164,False,0,0.0
GENE4167,-0.5457885633548027,0.20733166390645139,-1.4529000047136127,0.3613228780040071,0.7690728719108165,False,0,0.0
GENE4168,-0.29636649532555737,0.48637102747920335,-1.2099868930209752,0.6172539023698604,0.9135954938974477,False,0,0.0
GENE4169,-0.24496563891354972,0.7091892144350537,-1.6682913041362297,1.1783600263091303,0.9674515076316891,False,0,0.0
GENE4170,-2.3260619465059866,0.0011885350128535983,-3.431951709458671,-1.220172183553302,0.02324115495431541,True,1,-2.877
GENE4171,-0.15856719376956896,0.5270223845363136,-0.6978032450268894,0.3806688574877515,0.9170564455607898,False,0,0.0
GENE4172,0.11339815957789767,0.7252463971726155,-0.6275269724510762,0.8543232916068716,0.9691735388751649,False,0,0.0
GENE4173,0.5745476459933325,0.1711690737410858,-0.3083781713275031,1.4574734633141682,0.7102078164677406,False,0,0.0
GENE4174,-0.34334572717700595,0.23911075482288854,-0.9618814434170685,0.2751899890630566,0.7920410437611398,False,0,0.0
GENE4176,0.1407053185940974,0.5675280273286174,-0.3896936965707405,0.6711043337589353,0.9248084603746035,False,0,0.0
GENE4177,-0.06444432857951732,0.8598013054824998,-0.8751222020675781,0.7462335449085434,0.9803012537877377,False,0,0.0
GENE4178,0.6560594317170321,0.05303972132980684,-0.010424479119899743,1.3225433425539639,0.4013542131278487,False,0,0.0
GENE4180,0.6707129895815998,0.05132732180727351,-0.004811318436260148,1.3462372975994596,0.3959822678490827,False,0,0.0
GENE4181,-0.2445880762331436,0.24677406209602515,-0.6878358274725427,0.19865967500625542,0.7976739323071189,False,0,0.0
GENE4182,0.023951098015886352,0.951154574802948,-0.8747509051067623,0.922653101138535,0.9981153546799778,False,0,0.0
GENE4183,0.12146520450377807,0.6586341354914862,-0.47496358642928604,0.7178939954368422,0.9436081724752478,False,0,0.0
GENE4184,-0.005931886938109976,0.9890667457322846,-0.9507663023549409,0.9389025284787209,0.9984045558053897,False,0,0.0
GENE4185,-0.2801570967605258,0.4612115826613482,-1.1158870405493566,0.5555728470283051,0.9072637960246164,False,0,0.0
GENE4186,0.33251066951372277,0.2186345203233656,-0.2451573921715411,0.9101787311989866,0.7796421256887536,False,0,0.0
GENE4187,0.7122429208487837,0.18782119916080184,-0.4192628244003407,1.843748666097908,0.7404129108634404,False,0,0.0
GENE4188,-0.6216039863321479,0.29595615185040436,-1.8893922056598225,0.6461842329955267,0.8319046091114812,False,0,0.0
GENE4189,-0.024365990332949394,0.9284475337383026,-0.613967100223705,0.5652351195578063,0.993328211881445,False,0,0.0
GENE4190,0.381428483442362,0.38191469545998125,-0.5999983238367569,1.3628552907214808,0.8827113054163502,False,0,0.0
GENE4191,0.44283684326215766,0.22349798274251698,-0.34459089845688606,1.2302645849812013,0.7826134210394398,False,0,0.0
GENE4192,0.4121383527989084,0.5483110251131413,-1.1242081471447254,1.9484848527425422,0.9194067492772341,False,0,0.0
GENE4193,0.17869078575760255,0.694085039887379,-0.8753892094628117,1.2327707809780168,0.9586139536906109,False,0,0.0
GENE4194,0.21209490197457725,0.749880164471582,-1.2352212599715369,1.6594110639206914,0.9692418112874588,False,0,0.0
GENE4195,-0.7561515604167242,0.20755232441947605,-2.0160753960290068,0.5037722751955587,0.7690728719108165,False,1,-1.507
GENE4196,-0.029062805303019523,0.933271321648451,-0.7981222848749716,0.7399966742689326,0.995254244198537,False,0,0.0
GENE4197,-0.7908195383845222,0.09566021670009381,-1.7512707676978743,0.1696316909288298,0.5399953638021241,False,0,0.0
GENE4198,-0.851121773894449,0.036333317505562956,-1.6346137059013284,-0.06762984188756949,0.3232355949256164,False,0,0.0
GENE4199,-0.13464345294103897,0.7246297686029493,-0.9636082387935547,0.6943213329114768,0.9691735388751649,False,0,0.0
GENE4200,0.01244771058509242,0.9816017163869921,-1.2432690249990643,1.2681644461692492,0.9984045558053897,False,0,0.0
GENE4202,0.06290226014842037,0.8112473889352514,-0.522536706716843,0.6483412270136838,0.9801179834252379,False,0,0.0
GENE4203,-0.03908174541064646,0.8459436591676542,-0.48020708700483644,0.4020435961835435,0.9803012537877377,False,0,0.0
GENE4204,-0.3174815097777026,0.5712603752434843,-1.535825324314367,0.9008623047589617,0.9294936563216196,False,0,0.0
GENE4205,0.7851508653851558,0.009418427849978388,0.23924485221598246,1.331056878554329,0.11273572729519586,False,0,0.0
GENE4206,-0.02122256186589322,0.955002545917929,-0.8663967195383515,0.8239515958065651,0.9981153546799778,False,0,0.0
GENE4207,-0.378282051299049,0.35088003231782694,-1.2401491024488487,0.48358499985075076,0.8759953714318836,False,0,0.0
GENE4208,-0.49607423903811654,0.22818152158335542,-1.3710624724431928,0.3789139943669598,0.7840576784989529,False,0,0.0
GENE4209,0.5758409567314837,0.19127707515456874,-0.34976026249071357,1.501442175953681,0.7448909403804614,False,0,0.0
GENE4210,-0.4361536066774043,0.40151824275549863,-1.567699991382584,0.6953927780277753,0.8915392620141253,False,0,0.0
GENE4211,-0.8368297735948071,0.10822229357667958,-1.9038145167986702,0.2301549696090559,0.582395176604747,False,0,0.0
GENE4212,-0.15161554127737276,0.6277704514465543,-0.83524390991791,0.5320128273631645,0.9369670967915277,False,0,0.0
GENE4213,-2.2214285512237986,3.912705760460028e-06,-2.7571054811835616,-1.6857516212640358,0.0007215322094512558,True,1,-2.1
GENE4214,0.1983037979428648,0.541124821622893,-0.5025559131430002,0.8991635090287298,0.9170564455607898,False,0,0.0
GENE4215,0.7570504457838692,0.2589038519084775,-0.6528722278299748,2.166973119397713,0.8125186538969833,False,0,0.0
GENE4216,3.0996297734134286,1.7902378311955817e-05,2.1989392709358264,4.000320275891031,0.0012830318546150298,True,0,0.0
GENE4217,0.8562094766876882,0.025364342189591098,0.13861570627912245,1.573803247096254,0.2504728791222121,False,0,0.0
GENE4218,0.032671963475552346,0.9280512695192537,-0.7577620054334807,0.8231059323845854,0.993328211881445,False,0,0.0
GENE4219,-0.48487435031466486,0.20059424760113867,-1.2804402974636209,0.31069159683429126,0.7517526356968669,False,0,0.0
GENE4220,0.06536190009782761,0.8510242771400603,-0.6910111994697766,0.8217349996654318,0.9803012537877377,False,0,0.0
GENE4221,0.431977440693295,0.2912599660100315,-0.4344496141216503,1.2984044955082403,0.829139547808847,False,0,0.0
GENE4222,0.05148595480712537,0.8776223072190723,-0.6783192806414593,0.78129119025571,0.9828540667920449,False,0,0.0
GENE4223,0.3095721634249067,0.39276793107792396,-0.46449053012828956,1.083634856978103,0.8906046657622272,False,0,0.0
GENE4224,-2.189042229091576,0.00010340502820199758,-2.8323891115072053,-1.5456953466759469,0.003191014542171019,True,1,-2.237
GENE4225,0.22564619469810232,0.3685452859591708,-0.3227647061496528,0.7740570955458574,0.8827113054163502,False,0,0.0
GENE4226,-0.7301085925544228,0.14499385958409225,-1.7677865722924058,0.3075693871835601,0.6639154874828452,False,0,0.0
GENE4227,0.33070066416760024,0.440230611912348,-0.6190245270715471,1.2804258554067476,0.9055806785604976,False,0,0.0
GENE4228,0.1701860577160188,0.7389565575981993,-0.980923325619883,1.3212954410519206,0.9691735388751649,False,0,0.0
GENE4229,-1.5134479080007672,0.0016595328698712798,-2.301947947695196,-0.7249478683063387,0.028261530860623076,True,1,-1.284
GENE4230,-0.060910370186808116,0.8651885321948161,-0.8437365097264286,0.7219157693528123,0.9803012537877377,False,0,0.0
GENE4231,1.7647646900595158,0.0016650338469664152,0.8726249629565132,2.6569044171625182,0.028261530860623076,True,1,1.684
GENE4232,-2.5106237250282177,0.00010719088743708295,-3.2856618324659843,-1.7355856175904512,0.0032569538875113664,True,1,-2.073
GENE4233,0.3326254115303433,0.440355516314033,-0.590391954891738,1.2556427779524246,0.9055806785604976,False,0,0.0
